baseline,num_episodes,num_rows,mean_l2_drift_mean,mean_l2_drift_max,normalized_mean_l2_drift_mean,quality_score_proxy_mean,smoothness_degradation_mean,hold_fraction_mean,recovery_delay_proxy_mean,acceleration_l2_degradation_mean,jerk_l2_degradation_mean,risk_score_proxy
first_action_hold,4,4,183.9531135559082,236.9634552001953,0.5219165235757828,0.665164500900827,-8.21930456161499,1.0,127.0,-3.706529378890991,-5.1085041761398315,2.791916523575783
mean_action,4,4,105.18170356750488,124.33889770507812,0.28982769697904587,0.7759688947339148,-8.21930456161499,1.0,127.0,-3.706529378890991,-5.1085041761398315,2.559827696979046
chunk_replay_8,4,4,26.72701120376587,32.60305404663086,0.07285395823419094,0.9321449782377748,-0.8738781213760376,0.878258547008547,123.75,11.083120346069336,24.697699666023254,2.188612505242738
nearest_neighbor_time_50pct,4,4,133.07926177978516,173.7645263671875,0.36293261498212814,0.7352039229302172,-4.390771567821503,0.507575931013431,127.0,4.013777136802673,10.270585656166077,2.140508545995559
chunk_replay_4,4,4,11.939557790756226,14.172884941101074,0.032647228334099054,0.9683947676819554,-0.34499311447143555,0.7559428418803419,119.0,12.130543947219849,26.735983967781067,1.978590070214441
lag1_hold,4,4,8.151242852210999,9.45701789855957,0.022311199456453323,0.9781794931993177,-0.023603081703186035,0.05243055555555556,94.0,0.07699096202850342,0.1261582374572754,1.014741755012009
linear_extrapolation,4,4,3.730671525001526,4.273360252380371,0.010288464138284326,0.9898174832540654,1.2119203805923462,0.046886446886446886,50.5,4.655283570289612,8.715913891792297,0.5621749110247312
replay_oracle,4,4,0.0,0.0,0.0,1.0,0.0,0.046335088522588525,0.0,0.0,0.0,0.046335088522588525
